surface_type,surface_name,observed_actions,observed_sessions,failure_rate,classification,operator_only_caveat,caveat
cli_command,ops insights export,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops insights hermes-health,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops insights status,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance archive-init,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance archive-plan,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance archive-read,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance assertion-export,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance attachment-acquisition-debt,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance backup-plan,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance blob-gc,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance blob-publications,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance blob-reference-debt,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance blob-reference-prune-orphans,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance blob-reference-recovery-plan,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance blob-reference-replace-from-source,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance embedding-orphan-reconcile,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance embeddings-rescue,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance gc-history,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance migrate-tier,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance plan,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance preview,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance raw-authority-blocker-resolve,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance raw-authority-blockers,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance raw-authority-census,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance raw-authority-detail,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance raw-authority-frontier,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance rebuild-index,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance run,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance status,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops maintenance verify-archive,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops materialize-incident-evidence,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops reconcile-work-effects,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops reset,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops scan-secrets,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,ops status,0,0,0.0,keep,True,operator-only surface; zero captured agent use is not removal evidence
cli_command,read,0,0,0.0,kill,False,zero captured agent use in this archive window; review before removal
cli_command,select,0,0,0.0,kill,False,zero captured agent use in this archive window; review before removal
cli_command,status,0,0,0.0,kill,False,zero captured agent use in this archive window; review before removal
cli_command,tutorial,0,0,0.0,kill,False,zero captured agent use in this archive window; review before removal
